424.722068,420.714969
434.881286,432.209886
560.267902,556.260803
709.284578,705.277478
564.739087,559.734952
367.931562,365.429495
595.2942,592.622684
462.209402,459.538003
570.73347,565.729336
595.2941,592.622684
542.23004,537.225906
448.194502,444.187402
714.834138,710.827038
604.777246,600.770146
408.211336,404.204237
409.203661,405.867572
650.278242,645.274107
723.314724,719.307624
565.932486,563.261086
792.831901,787.827767
698.991248,695.655158
622.288944,617.284809
657.286067,652.281932
725.33408,720.329945
637.786234,632.782099
520.730621,516.723522
885.712439,882.376349
718.350369,715.678969
644.240162,640.233062
562.737698,557.733564
841.02041,838.34901
525.728188,520.724053
820.800571,815.796436
877.39783,873.390731
696.788974,691.784839
757.33671,753.329611
864.043499,861.372099
489.209434,484.205299
541.570777,538.899377
880.3808,877.044711
622.265134,617.261
693.289663,689.282563
928.377067,923.372932
515.210262,510.206127
852.3974,847.393274
553.238279,549.23118
670.308131,666.972041
583.278045,578.27391
852.3975,847.393274
593.262395,588.25826
664.259518,659.255383
624.288348,620.952258
594.273466,590.937377
798.019526,795.348126
704.242683,699.238549
787.838032,783.830932
729.672416,726.336326
800.698385,798.026986
678.556109,676.054042
490.189743,486.182644
573.777049,569.769949
550.238388,545.234254
806.844855,804.342788
689.341329,686.005239
736.658762,733.987362
796.905203,791.901069
805.385157,802.049068
580.274033,576.937943
605.303954,601.296854
625.335627,621.999537
794.124931,792.121382
552.236813,548.900724
593.652844,590.316755
754.6749,751.338835
943.4252,940.753925
711.060411,709.056861
943.4253,940.753925
825.126017,823.122467
706.997011,703.660921
724.340777,721.004688
797.363226,794.691826
579.589854,578.254155
668.662403,665.326313
721.695549,718.359459
841.066816,837.730726
594.809403,590.802304
927.395497,922.391362
734.299747,730.963657
867.740434,864.404345
628.290227,625.618828
755.333339,751.997249
659.667154,656.331064
1044.976839,1040.969739
754.6748,751.338835
609.996723,606.660633
632.814488,628.807389
782.37822,779.04213
817.684327,814.348237
906.763166,904.091767
860.758878,857.422788
765.351454,762.015364
739.392411,737.388861
793.402371,790.066281
941.402268,936.398133
881.4428,878.771423
1189.560505,1186.224415
876.392226,871.388091
935.725468,932.389378
767.025997,764.354597
881.4429,878.771423
1048.145059,1045.473659
864.064845,861.393446
900.40133,896.394231
780.394028,776.386929
690.670347,687.334257
905.930452,901.923353
622.965311,619.629221
1009.486558,1004.482423
664.952065,661.615975
950.785932,947.449842
944.440997,941.104907
992.869714,989.5336
1206.039222,1201.035088
929.4311,926.4242
960.7518,958.080539
649.620755,646.284665
960.7519,958.080539
702.364345,698.357246
487.215138,483.208039
